point_from,point_to,weight
240049848,779043331,1
63070517,35466620,1
170276973,25227822,2
220616405,20644420,1
714051386,1116121759,2
1405309777,298498586,2
17569860,76603658,1
714051386,254941287,2
29927621,20644420,1
220616405,182336607,1
59699957,51010405,2
2437652922,404444443,1
25807167,15641984,1
2913505338,2273823290,1
17263897,254941287,1
41973345,2408638574,1
17569860,2344987903,1
245348903,275622946,1
1184986788,36891763,2
26382252,20644420,1
907734912,99233470,1
260677385,20644420,1
2455918632,47862321,1
23699500,556661091,1
406835617,272701790,1
2710541450,25807167,1
2360323201,300641932,2
2718362810,2710541450,1
2105021,2992750166,1
245348903,599745022,1
198773386,51271144,1
278822964,2785123074,1
1059207842,157996080,1
27176695,19178668,1
139676335,2279758842,2
27608469,340376505,1
359236505,23747654,2
2360323201,51010405,1
240010214,2402894750,1
108012664,19178668,1
1695442555,99233470,2
496854680,2273823290,1
267133998,54062781,1
138559532,21738556,1
2459169938,238128770,1
2941433214,2459169938,1
157996080,33026792,1
36608957,3236121,1
457411146,798066384,2
52374272,20644420,1
27225245,320171714,2
2831363550,1116121759,2
501521155,99233470,1
27608469,157996080,2
2360323201,79459832,2
15902589,226904642,1
2437652922,773658752,1
342065781,599745022,1
2483605494,99233470,1
183950893,20644420,1
2360323201,258750822,1
23747654,340376505,1
64980891,1059207842,2
39935935,160132829,2
1103294161,20644420,1
2105021,3017002076,2
12201452,590023803,1
359236505,431658017,3
37884446,193586319,1
1059207842,181965556,1
388702412,1523549617,1
27225245,300641932,2
189467550,14711982,2
2437652922,2710900951,1
322484832,885751759,2
162266849,359236505,2
21552376,35084627,2
1690890258,2710541450,1
599745022,320171714,2
320171714,14711982,2
480300122,99233470,2
22871737,36327171,1
2105021,2408638574,1
38106977,704903653,2
247696871,91351746,3
2105021,750772255,2
38106977,28976669,2
130417544,378639234,1
34153781,28976669,2
294340629,20644420,1
2279758842,36891763,1
144403523,20644420,1
2105021,71416635,2
2360323201,25805982,1
826701510,177134723,1
181892978,1557009919,2
17263897,1849850612,1
410748351,64980891,1
414244661,1523942082,1
593577212,1965776832,1
17227586,17646796,2
17646796,86277690,1
247696871,3015585874,1
714051386,36951856,2
2360323201,49477936,2
590023803,23411203,2
44496152,412180717,2
167283308,340376505,1
2913505338,376551482,2
1690890258,1537918573,2
2105021,480300122,2
79459832,1902051997,2
2105021,24988494,2
826701510,404838497,1
856134422,2710541450,1
62208019,25805982,1
376679416,605013258,1
2587278392,2710541450,1
239964366,94730091,2
2408638574,599745022,1
2105021,113312341,2
410748351,714051386,1
23901130,714051386,2
2640990344,99233470,2
35084627,1557009919,2
37179327,19178668,1
359236505,99233470,2
108169840,35466620,1
375594832,19178668,1
25805982,2408638574,1
37413076,157996080,2
15641984,2459169938,2
826701510,15641984,1
181892978,340376505,1
99233470,414621260,2
26989237,160132829,2
340376505,2402894750,1
166873656,187138183,1
714051386,26373938,2
21738556,151232782,2
19898890,219582605,2
719655337,1557009919,2
252930973,53128314,1
170276973,39935935,2
1580228064,714051386,2
2322065402,2408638574,2
22859657,2241786542,1
2360323201,2698198794,1
17959710,14389384,2
1289990616,501521155,2
359236505,266503061,2
232728981,2322065402,2
505782890,3059555898,3
1580228064,54062781,2
61348039,21552376,2
14707553,334628923,2
12201452,376679416,1
138559532,49477936,1
2360323201,797077016,1
450414092,278830401,2
347048522,590023803,1
189467550,74935998,3
1512607639,99233470,2
1955720384,198773386,2
193700451,340376505,1
29424561,3017288564,1
135132634,178183112,2
64980891,1557009919,2
2437652922,25805982,1
450414092,2710541450,1
19898890,238128770,1
2961908465,599745022,1
71952630,20644420,1
359236505,71416635,2
24825958,2831363550,1
236763329,236242644,1
64980891,750772255,2
376679416,99233470,2
193700451,2322065402,2
543218867,340376505,1
66063257,41298522,2
189467550,175976959,1
467589404,144840737,1
1059207842,266503061,1
826701510,18794041,1
342069311,20644420,1
2360323201,25816086,1
31069840,14711982,2
22310197,2587278392,1
21848593,397153813,2
193700451,157996080,2
22863660,138559532,2
382063351,2710541450,1
2360323201,424617920,1
180755998,15374531,2
412180717,25794806,1
2227596128,1108882777,1
170276973,35084627,2
2360323201,39031633,1
138559532,170276973,1
22353675,331379045,2
291612312,29425573,1
1632123685,394344436,1
108169840,41298522,2
3063697555,590023803,1
25227822,267601954,2
181892978,1937077465,1
17646796,38106977,1
2360323201,1557009919,1
29406736,187138183,2
29424561,20644420,1
2437652922,2992750166,1
144840737,14711982,2
2437652922,2698198794,1
187138183,3043106869,3
2344450981,309579914,1
2360323201,71416635,1
242266282,555709757,1
359236505,261479421,2
1580228064,260677385,2
1059207842,414621260,1
129788257,404060390,2
17646796,181892978,1
359236505,2360323201,2
26452697,750772255,3
413779729,538482349,1
17263897,275622946,1
2941433214,99233470,1
39935935,338821106,1
31069840,160132829,2
14711982,22906120,2
249953574,253813472,1
365105604,2294201833,2
193700451,1059207842,2
108169840,1289990616,2
254941287,20644420,1
31103336,35466620,1
2360323201,2797371979,2
38650214,394344436,2
24188289,132699182,2
309579914,35466620,1
2313204931,25227822,2
135132634,2710541450,1
1874504276,599745022,1
1955720384,599745022,1
342065781,2459169938,2
39935935,22135526,2
38106977,397153813,2
22359616,51271144,1
177134723,99233470,1
538056844,1512607639,1
529090657,340376505,1
135132634,189467550,1
3049478762,21177426,1
2360323201,704903653,1
2105021,26373938,2
25227822,2797758762,2
467589404,14711982,3
267133998,25000400,1
23747654,16356699,2
198773386,25805982,1
221253313,105727782,2
359236505,2949949244,2
86277690,20644420,1
383446627,376679416,1
2691817417,247696871,1
1059207842,61348039,1
25805982,23053753,1
2105021,714051386,2
130123715,772477398,1
99233470,3017288564,2
19898890,231380572,1
38645535,21552376,2
66063257,260677385,2
2360323201,61348039,1
2961908465,340376505,1
72971775,19178668,1
46076472,2710541450,1
138294089,1523549617,1
26459797,31069840,2
178183112,23395026,2
99233470,44335896,2
25807167,34172656,1
714051386,2831363550,2
326542714,1108533062,1
182336607,25805982,1
29927621,340376505,1
22349780,19178668,1
52374272,38645535,3
1690890258,599745022,1
410748351,556661091,1
27176695,151232782,2
263440464,116074537,1
254941287,39935935,2
416081088,22349780,2
359236505,1849850612,2
193700451,375617596,1
489247802,1899850260,2
135132634,20644420,1
25000400,358681085,1
9444022,1116110186,1
189467550,162327572,1
22349780,14707553,1
275622946,30544168,1
1955720384,714051386,3
162266849,29927621,2
1059207842,23935607,1
2360323201,2949949244,1
170276973,31069840,2
3017288564,340376505,1
1116121759,2408638574,1
14711982,236763329,1
35615013,20644420,1
15641984,51271144,1
2360323201,239964366,1
636777046,20644420,1
38650214,397153813,2
181892978,14711982,2
217761175,19178668,1
24988494,590023803,1
138559532,1364376428,1
2587278392,599745022,1
29927621,414244661,1
2273632160,238128770,1
14451059,25805982,2
238768817,19440175,2
704903653,38290921,1
233294351,515078963,1
135132634,2408638574,2
709105290,1849850612,1
24988494,254941287,1
2273823290,37179327,1
1580228064,949380854,2
2797758762,22135526,2
34760378,1199102480,1
264598651,298498586,2
26989237,25227822,2
24825958,59699957,2
62208019,376679416,1
43306480,19178668,1
359236505,599185040,2
1512607639,2408638574,3
242266282,2820779388,1
599745022,3017288564,2
2315231857,239964366,1
1120831028,41298522,2
359236505,1116110186,1
55566167,20644420,1
1398605364,351399926,1
2360323201,3063966541,1
2105021,160132829,2
180755998,347048522,2
38290921,33026792,2
64980891,714051386,2
590023803,431658017,2
26976949,20644420,1
138559532,20644420,1
359236505,19913546,2
33485745,22359616,1
431658017,20644420,1
2313204931,3006153780,1
23935607,773330227,2
2601524623,61348039,2
19898890,590023803,1
26373938,2360323201,1
157948722,20644420,1
64855519,38106977,1
99233470,3006153780,1
2437652922,144840737,1
80471345,2797758762,1
480300122,31069840,2
39935935,1849850612,1
983376769,275622946,2
17263897,33894316,1
38290921,605013258,2
18110747,338821106,1
1690890258,1557009919,2
26373938,35466620,1
413779729,217418435,2
266503061,2710541450,1
108241254,3017002076,1
1955720384,2322065402,2
2891662632,590023803,1
2640990344,20644420,1
2483605494,450414092,2
359236505,21167865,2
62208019,60572195,1
614204775,86277690,2
22874109,20644420,1
62391759,34760378,1
37884446,86277690,1
34472348,229376260,2
51698152,226904642,1
1132427582,20644420,1
44025107,38106977,1
704903653,2402894750,1
19524046,486241691,2
714051386,1512607639,2
217418435,1902051997,1
2718362810,22607317,2
263440464,167283308,2
157996080,2831363550,1
193700451,176294000,1
2437652922,72549881,1
254941287,599745022,1
2313204931,14711982,2
35603413,2273823290,1
1690890258,340376505,1
435515048,20644420,1
189467550,1324227378,1
431658017,340376505,2
138294089,2322065402,2
2360323201,14389384,1
270294818,272701790,1
482583016,1059207842,3
296147560,630236717,1
22871737,14711982,2
406835617,20644420,1
138559532,51698152,1
26373938,20644420,1
17263897,556661091,1
429438198,105459936,2
193700451,79459832,2
21798586,11581422,1
130123715,19178668,1
17263897,2797758762,1
556661091,138294089,1
33894316,1557009919,2
198773386,25227822,2
1512607639,436502521,2
501521155,226904642,1
410748351,599185040,1
238352817,19178668,1
359236505,543218867,2
410748351,64855519,1
99233470,2650794800,1
1955720384,23411203,2
21848593,25227822,1
17646796,138559532,1
38397609,413779729,2
2464579093,130417544,1
714051386,269746147,2
2640990344,346491432,1
714051386,3017288564,2
14711982,1523942082,2
106622094,24791335,1
359236505,77050158,2
130123715,3236121,1
29425573,19524046,1
39935935,22116112,1
17569860,515078963,1
22116112,35466620,1
376679416,1902051997,2
68925769,35908340,2
33894316,340376505,1
127025784,25975572,1
27176695,19580931,2
23935607,358681085,1
2360323201,1328903425,1
545159350,359236505,1
501521155,108169840,1
39031633,340376505,1
480300122,2587278392,1
162266849,1955720384,2
2437652922,38120739,1
2756873076,2784049716,2
1059207842,350209691,1
29613877,19178668,1
62208019,546641586,1
24669894,133238401,2
187482736,366531168,1
39935935,401144533,1
2273632160,82184658,2
187138183,22310197,2
2584746324,590023803,2
178183112,3006153780,1
63070517,20644420,1
16896391,20644420,1
3063697555,20644420,1
236763329,496854680,1
178183112,220616405,2
264598651,2961908465,2
2294201833,25805982,2
482583016,20644420,1
590023803,135132634,2
24825958,35172803,1
2941433214,2831363550,1
1484651119,556661091,1
232728981,238768817,2
590023803,300870992,2
2360323201,538056844,1
181892978,22906120,2
358681085,61348039,2
26989237,14711982,2
66063257,388607452,2
247696871,599745022,1
561596765,1199102480,1
29406736,340376505,1
1580228064,20644420,1
436502521,404060390,2
22859657,73850532,1
2189820660,2710541450,1
29694441,346491432,1
107244494,73850532,2
2385999008,1099683991,1
24791335,750772255,3
1415578772,2878701780,1
2949949244,340376505,1
152604471,16356699,2
14711982,138559532,1
2105021,22874109,2
907734912,714051386,2
252930973,64855519,1
152604471,397153813,2
54522269,130417544,1
53128314,261479421,2
1103294161,1715460890,2
2360323201,2570427830,1
2360323201,86277690,1
138559532,2710541450,1
907734912,54062781,2
14473703,31069840,2
162266849,22871737,1
476350851,397153813,1
431658017,2710541450,1
497437094,26182948,2
238128770,178668778,1
189467550,187482736,2
254941287,340376505,1
23747654,157996080,1
17227586,772477398,1
175261461,153410226,1
177086028,116074537,1
2459169938,20644420,1
769193119,1116121759,2
38106977,3236121,1
14711982,779043331,1
320171714,22135526,2
410748351,39935935,1
1099683991,779043331,1
254941287,2322065402,2
954504506,99233470,1
599745022,160132829,2
714051386,773330227,2
180999150,340376505,2
1580228064,294340629,2
144840737,20644420,1
2959270807,2587278392,1
170276973,19580931,2
278822964,704903653,2
816225757,538482349,1
714051386,170276973,1
193700451,24791335,2
14711982,105334811,2
19331073,532938116,2
1059207842,77182888,1
242266282,502866773,1
167283308,19178668,1
105459936,2710541450,1
43675137,480300122,2
151232782,297148960,2
883093754,20644420,1
1059207842,38290921,1
181892978,26119836,2
39935935,22871737,2
2360323201,1133477605,1
2360323201,38290921,1
44496152,1537918573,2
79459832,376679416,2
450414092,515078963,2
52374272,590023803,1
177134723,480300122,2
294340629,340376505,1
175976959,2273823290,1
38650214,14707553,1
1557009919,22135526,2
1580228064,86277690,2
198773386,14711982,2
25227822,73850532,2
17569860,2760364394,1
130123715,14711982,2
2459169938,39935935,2
2584746324,33824118,2
2360323201,22436706,1
23757424,19178668,1
1059207842,27850819,1
410748351,35084627,1
143770402,49477936,2
2385999008,130417544,1
17569860,47862321,2
359236505,181892978,2
135132634,22349780,2
77182888,297148960,2
24113341,103845812,1
17227586,278822964,1
44496152,20644420,1
29694441,1523549617,1
2202355524,20644420,1
55566167,556661091,1
14770241,556661091,1
2829213614,2710541450,1
480300122,300870992,2
152604471,49477936,2
130123715,780231324,2
108241254,25805982,1
459768241,54522269,2
26198761,197390159,1
162266849,714051386,2
24085297,20644420,1
2459169938,1116121759,3
35235179,20644420,1
27225245,501521155,2
15641984,22906120,2
77182888,2831363550,2
1364376428,340376505,1
17569860,31076291,1
160528143,9444022,1
750772255,450414092,2
1059207842,2402894750,1
34172656,1523549617,1
308870516,20644420,1
254941287,61422376,1
17569860,2313317216,1
21738556,1405309777,1
359236505,556661091,1
24825958,750772255,1
2949949244,187138183,1
175976959,105459936,1
73850532,130417544,1
138294089,590023803,1
176763671,599745022,1
178183112,943210460,3
1537918573,275622946,1
480300122,37179327,2
436502521,599745022,2
1000801513,90119861,1
144840737,35172803,1
2105021,859315052,1
1537918573,599745022,1
254941287,375617596,1
2300238571,25807167,2
413779729,297148960,2
26976949,590023803,1
116545134,26452697,2
26459797,34153781,2
58749535,27176695,2
144840737,1199102480,1
590023803,31069840,2
2360323201,216599063,1
25227822,422348926,2
27608469,193700451,1
25807167,38290921,1
347048522,1133477605,1
43656765,2423480636,1
2595778357,1017123967,1
27632737,1874504276,1
388702412,297148960,2
2437652922,38106977,1
137611265,26459797,2
71952630,590023803,1
131179888,714051386,2
66063257,2797758762,2
472498824,82382073,2
1570350235,340376505,1
25807167,21848593,1
9444022,342065781,1
480300122,1132200937,1
16329558,135132634,1
2105021,2640990344,2
23935607,2710541450,1
21184634,590023803,1
2360323201,3019484551,1
193700451,77182888,2
332733532,2273823290,1
22871737,2710541450,1
2385999008,20644420,1
412967063,2402894750,1
233294351,599745022,1
157996080,35084627,2
331379045,1386366252,2
22470188,590023803,1
23935607,20658917,1
376679416,450414092,2
472892458,599745022,1
64177263,2408638574,1
37532853,20644420,1
99233470,23699500,2
600152232,368273781,2
61348039,1405309777,1
43675137,2273823290,1
79459832,446232661,1
826701510,130417544,1
193700451,153410226,2
990206568,99233470,1
26452697,22871737,2
2829213614,1874504276,1
178183112,414244661,2
236242644,35466620,1
478304315,15037961,2
25816086,599745022,1
153410226,25227822,1
23699500,2710541450,1
193700451,424617920,2
64855519,351399926,1
178957471,38106977,1
2313204931,20644420,1
52320378,99233470,1
1405309777,413779729,2
2344450981,538482349,1
25991480,53645593,1
16896391,340376505,1
2360323201,8532872,1
26403375,750772255,1
67499940,243502830,2
714051386,750772255,2
773658752,103845812,2
157996080,2959270807,2
74418780,99233470,1
37600849,21855539,2
44496152,599745022,1
2360323201,2591139138,1
9444022,404060390,1
26198761,16947907,1
489247802,480300122,2
505651301,20644420,1
264175249,74418780,1
217418435,1523942082,1
3063966541,599745022,1
236729223,138559532,1
53348173,2322065402,1
64980891,39935935,2
1695442555,750772255,2
170276973,450414092,2
106622094,20644420,1
22840845,23910994,2
1245735506,26382252,2
193700451,905966455,1
240049848,2385999008,1
267601954,2710541450,1
281868409,2992750166,1
2105021,275622946,1
193700451,1512607639,2
814476685,27225245,1
480300122,29406736,1
298498586,66063257,2
217418435,384731898,2
327926324,515078963,2
75142659,197390159,2
17263897,272701790,1
219552179,2570427830,1
39935935,267133998,1
394496111,47940669,1
54062781,340376505,1
19178668,359338828,1
2105021,599745022,1
138559532,14451059,1
26142201,19178668,1
1537918573,157996080,2
2360323201,132699182,1
181892978,2483605494,2
501521155,480300122,1
12385682,35466620,1
436974411,99233470,1
31069840,157996080,2
144840737,1093638847,1
98605029,2891662632,1
480300122,750772255,2
201303134,29406736,1
2154218233,1013404638,2
3017002076,1557009919,2
193700451,590023803,1
36327171,14567099,2
86277690,3017002076,1
130123715,22607317,2
61422376,2831363550,1
25227822,16356699,2
1512607639,2992750166,1
359236505,1902051997,2
1537918573,22607317,2
37292428,2710541450,1
264598651,53128314,1
410748351,162266849,1
23395026,180999150,1
1008161004,20644420,1
410748351,2459169938,1
2360323201,575139959,1
359236505,3017002076,2
480300122,1245880722,2
412967063,2408638574,2
1849850612,99233470,1
130123715,334628923,1
38397609,3236121,1
170276973,29927621,2
138559532,340376505,1
297877558,340376505,1
2322065402,39935935,2
44496152,1557009919,2
309579914,236763329,1
2105021,359236505,2
532938116,2105021,1
394344436,3236121,1
46076472,254941287,2
138294089,19178668,1
436502521,270294818,2
64855519,17646796,2
463523296,556506194,1
99233470,226904642,2
2470821504,38290921,1
103838251,20731075,3
2437652922,19440175,1
2360323201,17263897,2
1415578772,750525991,1
24825958,198773386,1
19898890,359236505,1
198773386,2710541450,1
546641586,46818975,2
446631012,480300122,2
2992750166,373336615,1
267133998,450414092,2
599745022,39935935,2
27406310,35172803,1
44496152,340376505,1
19660722,20644420,1
714051386,2710541450,1
55566167,238128770,1
26976949,19178668,1
346491432,86277690,2
2360323201,2341307978,1
1405309777,26459797,2
714051386,61422376,2
480300122,27225245,1
162266849,376679416,1
2360323201,34760378,1
170276973,266010557,2
590023803,36327171,2
1851298633,20644420,1
2360323201,2423480636,1
25227822,22607317,1
1955720384,20644420,1
144840737,17646796,2
25227822,23747654,2
359236505,412180717,2
359236505,86277690,1
429438198,175976959,2
489247802,272701790,1
254941287,590939369,1
135132634,36951856,2
178183112,39935935,2
21184634,19178668,1
359236505,226904642,2
23411203,450414092,2
267133998,238128770,1
2385999008,1116110186,2
2313204931,236242644,1
262389370,99233470,1
113312341,9444022,1
359236505,22871737,2
130417544,28267249,1
37104990,181892978,1
342065781,43517398,2
86277690,337995180,2
130417544,19707925,1
189467550,146668548,2
27176695,486241691,1
22859657,34760378,1
410748351,750772255,1
23747654,19178668,1
247696871,36951856,2
14711982,290281469,2
267133998,1937077465,1
138294089,121728542,2
44496152,23411203,2
138294089,77182888,2
131179888,376679416,2
19898890,141132001,1
826701510,2473092354,1
44335896,590023803,1
413779729,773330227,2
1116121759,14711982,2
2941433214,1557009919,1
160528143,19580931,1
266503061,590023803,1
826701510,37179327,1
412967063,21855539,2
91351746,35466620,1
2686563469,21177426,1
2941433214,769193119,1
29406736,1955720384,4
3063697555,340376505,1
17263897,515078963,1
300870992,2710541450,1
25807167,138559532,1
1677569143,232728981,1
410748351,138294089,1
359236505,21848593,1
2403260629,1523549617,1
3236121,141132001,2
24152253,51010405,2
24988494,599745022,1
169833243,515078963,1
2360323201,3014112282,1
280312903,99233470,1
2281953018,2273823290,1
17646796,23699500,2
152604471,275622946,1
2797758762,338382027,1
26373938,2341307978,1
187138183,376679416,2
66063257,20644420,1
33054023,135132634,1
152595679,20644420,1
2322065402,26452697,2
417901178,258750822,1
37413076,1059207842,2
247696871,38645535,3
2459169938,2408638574,1
152604471,599745022,1
23935607,1557009919,2
37413076,1955720384,3
77182888,303055206,2
22006180,2467067887,1
410748351,254941287,1
23901130,1116121759,2
2360323201,619903250,1
24791335,238128770,1
181892978,25805982,2
1913262020,599745022,1
238768817,272701790,1
1899850260,1289990616,2
954504506,34517703,2
181892978,2961908465,2
19898890,599745022,2
29406736,359236505,3
138294089,338821106,1
26142201,34760378,2
99233470,26382252,2
2313204931,1093638847,1
162266849,546641586,1
2941433214,27225245,1
410748351,22871737,1
66063257,18933150,2
64980891,157996080,2
144840737,31103336,1
170276973,590023803,1
9444022,773658752,1
43675137,33824118,2
298498586,1415578772,2
359236505,26373938,2
17569860,2797758762,1
535180227,99233470,1
138373439,34172656,1
383603196,2831363550,1
2470821504,20644420,1
38398282,599745022,1
359236505,714051386,2
151412447,34153781,2
23411203,2992750166,1
424617920,275622946,1
178183112,36951856,2
34472348,170276973,1
104086318,31076291,1
3049478762,300870992,1
26452697,153410226,1
108241254,359236505,2
38106977,402612676,1
2408638574,157996080,2
65300245,549246199,1
46076472,2322065402,1
247696871,2322065402,1
138678027,61348039,1
35603413,332733532,1
54517562,2949949244,1
990206568,1015170002,2
138294089,278830401,3
182336607,26198761,2
2154193748,1013404638,2
42542097,275622946,1
12201452,198773386,1
22999093,177437874,1
144840737,2360323201,2
2570427830,20644420,1
267133998,14711982,2
1133477605,340376505,1
2437652922,38290921,1
14711982,404060390,2
2313204931,22607317,2
232741193,103845812,1
14223097,2105021,1
2360323201,340080135,1
15641984,2322065402,2
376679416,170276973,1
8018342,170276973,1
2797758762,99233470,1
526411749,1557009919,2
714051386,25805982,1
636777046,35466620,1
1523942082,2718362810,2
15641984,157996080,2
480300122,260677385,2
579762973,2408638574,2
14223097,714051386,1
77182888,1557009919,2
24791335,22859657,2
714051386,599745022,1
31069840,23935607,2
410748351,36951856,1
591728335,20644420,1
2437652922,44496152,1
2403260629,340376505,1
599745022,1093638847,1
412180717,20644420,1
351399926,39935935,1
77182888,750772255,2
24669894,714051386,1
599745022,340376505,1
79459832,20644420,1
177134723,404060390,2
189467550,20644420,1
108241254,99233470,1
885751759,32345052,2
410748351,170276973,1
2473092354,556661091,1
36951856,614204775,2
590023803,17263897,2
64177263,368273781,1
2408638574,2961908465,2
1059207842,17335247,2
62391759,39206476,2
181892978,2408638574,1
25227822,23411203,2
3063697555,170276973,1
410748351,26373938,1
77182888,340376505,1
36327171,1535422453,2
3056089651,130123715,1
1923691058,20644420,1
254941287,33894316,2
2941433214,64980891,1
60572195,340376505,1
25227822,17646796,2
300641932,31069840,2
9444022,2459169938,1
39242479,19178668,1
243502830,157996080,1
413779729,2831363550,1
27225245,23747654,2
24825958,35466620,1
64980891,187138183,1
2831363550,599745022,1
178183112,41973345,2
113312341,31103336,2
24825958,297148960,2
17263897,3017288564,1
254941287,181892978,2
232728981,340376505,1
64980891,20644420,1
714051386,614204775,1
1333946204,1131146245,3
2459169938,36951856,2
17263897,99233470,1
47074796,35466620,1
281868409,35466620,1
2698198794,618881569,2
22359616,20644420,1
24791335,14711982,2
3049478762,169833243,1
44025107,66063257,1
365105604,61348039,2
413779729,14451059,1
2587278392,187138183,2
450414092,590023803,1
2473092354,130417544,1
219552179,236763329,1
19440175,239964366,1
769335475,286070167,1
106622094,1422546212,2
2105021,254941287,2
2601524623,22607317,2
18096229,23053753,1
253830888,19178668,1
2437652922,27502152,1
22729966,31069840,2
21855539,80816781,1
258750822,599745022,1
219552179,779043331,1
450414092,269746147,2
417901178,556661091,1
714051386,1557009919,2
35603413,537920464,1
23411203,99233470,2
2385999008,500478646,1
2459169938,2273823290,1
26472217,414621260,1
714051386,169833243,1
983376769,160132829,2
2426118242,13005572,1
64980891,2408638574,1
1405309777,23935607,2
22359616,178668778,2
417901178,704903653,1
38645535,26119836,1
2360323201,600140001,1
254941287,590023803,1
24791335,590023803,2
2941433214,198773386,1
247696871,39935935,2
266503061,35466620,1
599745022,3063697555,2
2360323201,1923691058,1
254941287,2710541450,2
18933150,25794695,1
2665444388,20644420,1
714051386,450414092,2
12201452,3017288564,1
24669894,261162002,1
2360323201,824719051,1
2281363548,26927867,1
2992750166,272701790,1
27225245,99233470,2
23901130,157996080,1
2941433214,590023803,1
410748351,543218867,1
359236505,37532853,2
236763329,20644420,1
714051386,2322065402,2
55566167,27850819,1
18889369,247696871,1
907734912,192826726,2
2470821504,23053753,1
2437652922,804454855,1
2105021,1523549617,1
2385999008,704903653,2
62208019,515078963,1
181892978,2423480636,1
55566167,23395026,1
2105021,1955720384,2
2437652922,153753775,1
170276973,19178668,1
34172656,35466620,1
19898890,2483605494,1
25227822,14711982,2
2408638574,340376505,1
64980891,27225245,2
26459797,22871737,1
515078963,20644420,1
38645535,20908942,1
18794041,327926324,1
359236505,2913505338,2
23411203,885751759,2
226904642,48472438,2
34161812,3236121,1
17569860,33527714,1
100658892,53645593,2
826701510,2992750166,1
187138183,599745022,1
2831363550,18096229,2
431469458,22871737,1
103845812,189467550,1
46076472,320171714,1
412180717,599745022,1
247696871,21552376,2
35084627,450414092,2
3236121,275622946,1
1580228064,23747654,2
1580228064,1965776832,2
21848593,35466620,1
138678027,267601954,1
1955720384,1059207842,2
247696871,52374272,3
17569860,1523549617,1
79459832,599745022,1
2105021,170276973,2
60572195,187138183,1
2949949244,1133477605,2
2437652922,327312396,1
714051386,44335896,2
424617920,2710541450,1
375617596,340376505,1
714051386,23411203,2
719655337,376679416,2
275622946,36327171,1
22871737,590023803,1
68945794,20644420,1
19580931,2710541450,1
247696871,590023803,1
2437652922,24085297,1
410748351,2831363550,1
2437652922,3029840821,1
2360323201,2969344940,1
714051386,16896391,2
130123715,17646796,2
543218867,450414092,2
160528143,167221856,1
21738556,15929162,2
1955720384,36951856,3
27225245,885751759,2
37329464,22436706,1
41973345,272701790,1
300870992,340376505,1
37179327,229376260,1
907734912,20644420,1
61348039,907734912,1
2273632160,15641984,2
359236505,376679416,2
20569411,2710541450,1
1537918573,2949949244,1
219552179,1093638847,1
261479421,340376505,1
24144135,146668548,2
1405309777,31069840,3
157996080,23935607,2
1059207842,2949949244,2
175976959,139676335,2
2313204931,144840737,2
17263897,431658017,2
2294201833,538056844,2
51698152,26198761,2
39935935,153410226,1
19707925,2710541450,1
358681085,983376769,2
303055206,97844235,1
459768241,35466620,1
24988494,320171714,1
2473092354,23901130,1
130123715,48472438,2
29406736,53645593,2
180755998,14707553,2
22116112,36951856,2
238882525,1245735506,2
1902051997,340376505,1
359236505,342065781,2
35084627,35466620,1
66063257,23747654,2
36327171,16947907,2
9444022,270294818,1
359236505,25227822,2
1955720384,25816086,2
2831363550,515078963,2
130123715,486241691,1
303055206,954504506,1
600152232,2408638574,3
2315231857,779043331,1
954504506,44335896,2
370329077,599745022,1
178183112,449534540,2
16947907,14711982,2
2473092354,353533765,1
436502521,3006153780,1
2360323201,72549881,1
275622946,529090657,2
590023803,359236505,3
1955720384,1557009919,2
290281469,340376505,1
23901130,266503061,1
515078963,1512607639,1
1059207842,412180717,1
17021576,13501122,2
55566167,25807167,2
1955720384,750772255,2
35603413,1523549617,1
2105021,2322065402,1
1693969812,1523549617,1
138559532,239964366,1
3038914968,167221856,1
1902051997,22607317,2
23747654,25805982,2
23910994,86277690,1
2279758842,264598651,1
2941433214,178183112,1
37884446,346491432,1
52374272,16947907,1
2360323201,19440175,2
359236505,42542097,2
160132829,23935607,2
25795054,2710541450,1
138373439,2587278392,1
3017002076,20644420,1
1059207842,64855519,2
14711982,130417544,1
14711982,17569860,1
104731954,1874504276,1
1874504276,340376505,1
1955720384,340376505,1
22135526,2408638574,1
275622946,22874109,2
410748351,1512607639,1
181892978,157996080,1
2402894750,1557009919,2
1695442555,346491432,1
167283308,22607317,1
2710541450,133238401,1
9444022,3006153780,1
2437652922,1398605364,1
15641984,23053753,1
2590355652,34228847,1
366531168,502757492,1
162327572,1059207842,1
309579914,14711982,2
714051386,14711982,2
25000400,23935607,1
25227822,16329558,2
412180717,157996080,2
590023803,907734912,2
3017288564,3017002076,1
21552376,1535422453,2
252930973,153410226,1
44335896,2710541450,1
515078963,2710541450,1
139676335,169326150,1
79459832,157996080,2
52374272,36327171,2
247696871,19707925,1
47862321,144840737,1
590023803,99233470,2
545159350,2797371979,1
376679416,2710541450,1
19707925,19580931,2
62208019,99233470,1
2105021,23411203,2
1059207842,24825958,2
254941287,275622946,1
36951856,1116121759,3
2360323201,229376260,2
883093754,99233470,1
138294089,340376505,1
39935935,2710541450,1
64855519,297877558,1
359236505,53128314,1
2360323201,74418780,1
2360323201,27608469,1
51271144,425480166,1
37413076,376679416,2
39935935,3017288564,1
2224896846,465311165,1
2105021,515078963,2
138559532,19440175,1
23757424,33144784,1
480300122,2294201833,1
162327572,91351746,1
138559532,994969160,1
36327171,22349780,2
