point_from,point_to,weight
630236717,275622946,1
129635846,340376505,1
25807167,236763329,1
34153781,2467067887,1
17569860,413779729,1
885751759,51010405,2
347048522,192826726,2
247696871,36327171,2
424617920,2961908465,1
297877558,22116112,1
169833243,340376505,1
108241254,3017288564,2
138294089,24113341,1
780231324,340376505,1
1600557554,20644420,1
2313204931,556661091,1
26700569,2459169938,1
501521155,23747654,1
22874109,2992750166,1
229376260,57202693,1
17646796,14711982,2
55566167,35172803,1
1937077465,35466620,1
99233470,25805982,2
49477936,51271144,1
19898890,376551482,1
160132829,20644420,1
175261461,20644420,1
2402894750,169326150,2
263440464,221253313,1
2360323201,581668532,2
135132634,138373439,2
21855539,23053753,1
2200418306,704903653,1
55566167,1199102480,1
25000400,138559532,2
162266849,590023803,1
714051386,86277690,1
181892978,599745022,1
9444022,275622946,1
252930973,826701510,1
2385999008,9609622,1
198773386,2587278392,1
436502521,226904642,2
714051386,2587278392,1
93115496,1523942082,1
450414092,37532853,2
26142201,35466620,1
32345052,590023803,1
193700451,160132829,1
413779729,108169840,2
24825958,25805982,2
590023803,340376505,1
35084627,599745022,1
1116110186,340376505,1
279914449,471589631,1
138678027,22607317,1
1017123967,14707553,1
162327572,19178668,1
16947907,340376505,1
20644420,25227822,1
178183112,20051851,2
135132634,18889369,2
19898890,343280656,1
22840845,28230374,1
359236505,25805982,2
2313204931,9609622,1
2105021,436502521,2
359236505,2961908465,2
359236505,898707906,2
82241907,25257175,2
113568127,178668778,1
29406736,144051948,2
2459169938,264175249,2
1398605364,2710541450,1
37884446,29424561,1
77182888,1512607639,1
1946156508,2878701780,1
359236505,1059207842,2
501521155,298498586,1
2887048652,99233470,1
292419947,35466620,1
42839794,45036000,2
23395026,376679416,1
99233470,20644420,1
272701790,61348039,2
22135526,2710541450,1
2402894750,19440175,2
826701510,502866773,1
79459832,14711982,2
236242644,35084627,2
590939369,187138183,1
431469458,340376505,1
138559532,162327572,1
138294089,35466620,1
157996080,599745022,1
29927621,714051386,1
108241254,170276973,1
22859657,75142659,2
1279641403,351399926,1
229376260,1874504276,1
2313204931,21848593,2
52374272,546641586,1
826701510,216599063,1
1240932972,1245735506,2
269746147,2710541450,1
1708735813,342065781,1
2437652922,290281469,1
2360323201,599745022,1
397153813,275622946,1
1512607639,1523549617,1
14711982,590023803,1
46076472,2408638574,1
2992750166,272704749,1
19580931,561596765,2
27608469,342065781,1
2105021,578803218,2
303055206,99233470,1
2949949244,1398605364,1
60572195,2710541450,1
247696871,2959270807,1
824719051,20644420,1
167221856,538482349,1
397153813,599745022,1
74418780,20644420,1
138294089,2831363550,2
110114783,2587278392,1
2402894750,337995180,1
39935935,25805982,1
2797758762,22006180,1
35603413,376551482,1
25227822,2459169938,1
2995021182,170276973,1
590023803,46076472,2
2385999008,1279581114,1
138373439,192826726,2
37884446,157996080,1
22906120,1874504276,1
189467550,590023803,1
410748351,23747654,1
79459832,383446627,2
7177992,25805982,1
2281363548,1683053797,1
254941287,450414092,2
365105604,22607317,1
22874109,1269648894,1
79459832,26966864,2
2341307978,23747654,2
529090657,1523549617,1
36327171,21552376,2
590023803,23699500,2
19898890,130417544,1
23395026,340376505,1
35084627,340376505,1
170276973,22607317,1
3236121,22863660,2
135132634,138559532,1
2105021,226904642,2
3236121,550923814,2
2360323201,404444443,1
55566167,340376505,1
170276973,23747654,2
410748351,1059207842,1
3049478762,1580228064,1
359236505,1557009919,2
750772255,885751759,2
17569860,1042096441,1
351399926,66063257,1
555703941,727039754,2
60572195,20644420,1
719655337,340376505,1
252930973,27632737,1
37292428,25000400,1
384731898,272701790,1
37884446,54517562,1
153753775,20644420,1
181892978,2402894750,1
25807167,35172803,1
14711982,49477936,2
15641984,26976949,2
22116112,275622946,1
86277690,1245880722,1
480300122,272701790,1
177134723,3017002076,1
23935607,29406736,1
826701510,8532872,1
22906120,51271144,1
18933150,436502521,1
31069840,19580931,2
501521155,35466620,1
138294089,294340629,1
219552179,270897974,1
264598651,39935935,2
431658017,16947907,1
26373938,359338828,1
388607452,51271144,1
359236505,44496152,1
138294089,346491432,1
66562646,22359616,2
413779729,61348039,1
137611265,1523549617,1
1116110186,994969160,2
247696871,79459832,2
1512607639,1557009919,2
167221856,37292428,2
450414092,42542097,2
135132634,23935607,2
22871737,1557009919,2
62391759,35466620,1
138559532,2273823290,1
2886833989,2953604840,2
25227822,23395026,2
19580931,103845812,1
46076472,3017002076,1
42774171,124948370,1
1415578772,105459936,2
2211429150,258750822,1
376679416,1557009919,2
1132200937,1537918573,2
29406736,2831363550,2
337995180,275622946,1
34472348,885751759,2
460606082,99233470,1
187138183,1133477605,2
162327572,14711982,1
2360323201,3023528413,1
258750822,2464579093,1
1059207842,327926324,1
26373938,340376505,1
359236505,27225245,2
219552179,20644420,1
144051948,298498586,1
410748351,429438198,1
590023803,19580931,2
2710541450,26976949,1
22871737,450414092,2
465311165,110114783,1
397153813,340376505,1
33894316,2105021,1
2710541450,2273823290,2
480300122,515078963,2
46076472,2483605494,1
25227822,217418435,2
130417544,33824118,1
19898890,1371249781,1
994969160,169833243,1
359236505,3015585874,3
189467550,167283308,1
1328903425,18933150,2
55566167,239964366,1
22314584,350209691,1
23699500,275622946,1
17646796,19178668,1
29425573,14707553,1
298498586,229376260,2
153410226,814476685,2
146668548,80816781,2
177134723,236880390,1
189467550,80816781,2
501521155,41298522,1
2437652922,1328903425,1
1677569143,270294818,1
27225245,450414092,2
71416635,14711982,1
1398605364,599745022,1
43830965,340376505,1
14223097,2360323201,1
25794806,34172656,1
1523942082,2710541450,1
1552538606,300250907,2
1059207842,177437874,2
406072074,25795054,1
2473092354,2385999008,1
2437652922,719655337,1
57202693,538482349,1
2273632160,2710541450,1
3056089651,23699500,1
130417544,229376260,1
773330227,1405309777,1
38486565,86277690,1
480300122,41298522,2
38650214,19524046,2
1512607639,23411203,2
15037961,20644420,1
573614242,14711982,2
46076472,44335896,2
131179888,19178668,1
138294089,2992750166,3
247696871,22871737,1
555703941,25227822,1
162266849,20644420,1
2437652922,353533765,1
25227822,189467550,2
22863660,26731498,2
590023803,79459832,2
2591139138,20644420,1
175976959,332733532,3
42357934,1587277770,1
240010214,2710541450,1
376679416,23411203,2
24791335,26373938,2
61348039,37292428,2
401875684,41298522,2
376679416,1937077465,1
130417544,22006180,1
17646796,55566167,1
2360323201,14770241,1
33134609,17227586,1
37413076,327926324,2
410748351,27225245,1
522628807,20644420,1
26989237,74935998,2
32345052,20644420,1
3018304886,3019474338,2
14711982,19178668,1
26373938,450414092,2
29406736,2587278392,2
309579914,2992750166,1
14223097,26382252,1
61422376,23053753,1
247696871,3043106869,1
714051386,37532853,2
131179888,35466620,1
121728542,35466620,1
170276973,2797758762,2
29406736,1386366252,2
446631012,23901130,2
347048522,397153813,2
467589404,382508008,1
14707553,14711982,2
365105604,590023803,1
17646796,20644420,1
622582233,66063257,1
193586319,245158192,2
482583016,714051386,2
727039754,23935607,1
160132829,22607317,1
21177426,2408638574,1
37884446,590023803,1
2360323201,22310197,2
1312276951,181892978,1
79459832,19178668,1
2941433214,714051386,1
351399926,35084627,1
24669894,20644420,1
37413076,27225245,2
1059207842,153410226,3
138559532,515078963,1
14711982,35466620,1
217761175,35466620,1
27225245,515078963,2
599185040,590023803,1
19743434,2273823290,1
21177426,340376505,1
26452697,99233470,1
23935607,272701790,1
160528143,103845812,1
144840737,22310197,1
514182160,436502521,1
2360323201,537027271,1
383446627,397153813,2
14711982,55566167,1
22859657,105727782,3
600703193,20644420,1
264598651,261479421,2
37104990,169833243,2
264025613,2273823290,1
2992750166,1580228064,1
943210460,599745022,1
2584746324,20644420,1
14711982,20644420,1
2718362810,23935607,2
162266849,14711982,1
29694441,35466620,1
1580228064,450414092,2
42774171,19178668,1
359236505,397153813,2
2437652922,2315231857,1
121728542,41298522,2
254941287,99233470,2
33894316,2831363550,1
19913546,32345052,2
43675137,20644420,1
2360323201,29613877,1
99233470,23747654,2
31076291,23053753,1
39935935,267601954,2
266010557,272701790,1
38106977,529090657,2
17569860,20644420,1
108241254,2710541450,1
14711982,73850532,2
100658892,146668548,2
26326439,29424561,1
152604471,23699500,2
17569860,37659338,1
86277690,99233470,2
73850532,25805982,2
178183112,3043106869,1
138678027,358681085,1
19898890,21848593,1
773658752,727039754,2
98605029,529090657,1
93115496,382758717,1
33026792,39479903,1
17646796,22116112,1
359236505,254941287,2
365105604,37884446,2
99233470,23910994,2
410748351,267133998,1
2473092354,2315231857,1
359236505,350209691,2
33894316,750772255,2
138559532,166873656,1
39935935,14711982,2
1873218510,19524046,2
31069840,19178668,1
25271470,23053753,1
130123715,14707553,1
1955720384,192826726,2
2831363550,450414092,2
709105290,590023803,1
55566167,98605029,1
144840737,41973345,1
1059207842,590023803,1
1955720384,2459169938,2
714051386,226904642,1
410748351,19913546,1
859315052,599745022,1
17335247,22607317,1
1415578772,260677385,2
44335896,73850532,2
77182888,157996080,2
436502521,1116110186,2
189467550,9444022,1
2279758842,105459936,2
2322065402,2961908465,2
590023803,18096229,2
2360323201,590023803,1
3015585874,340376505,1
162266849,2483605494,1
569870574,245158192,1
55566167,709105290,1
727039754,1902051997,1
138559532,217418435,1
8532872,20644420,1
1248431851,29406736,1
38388324,287061857,1
526411749,714051386,2
39935935,31069840,2
351399926,31069840,1
450414092,704903653,2
614046982,187138183,1
490937555,1226454150,2
413522813,138294089,1
359236505,1690890258,3
514182160,359236505,1
27225245,1512607639,2
15374531,347048522,2
217418435,538482349,1
272701790,814476685,2
44025107,35466620,1
26382252,2408638574,1
2473092354,2365152944,1
181892978,26373938,2
413779729,25975572,2
178957471,16947907,1
99233470,529090657,2
39935935,590023803,1
25000400,217418435,1
482583016,2831363550,1
26142201,20644420,1
347048522,2294201833,1
37413076,24791335,2
436502521,232728981,1
2459169938,3014112282,1
2360323201,133238401,1
267133998,376679416,1
187138183,436502521,2
297148960,346491432,1
1405309777,558279290,2
178183112,36327171,2
36951856,38106977,1
39935935,350209691,1
410748351,590023803,1
12201452,2360323201,1
347048522,22874109,2
21738556,954504506,2
27225245,1116121759,2
1693969812,20644420,1
2105021,779043331,1
22349780,254941287,1
14223097,130417544,1
181892978,337995180,2
138559532,99233470,1
86277690,170276973,1
43656765,187138183,1
64980891,36951856,2
2459169938,2831363550,2
44025107,20644420,1
727039754,86277690,1
3017002076,2710541450,1
24188289,24452267,3
98896743,20644420,1
138559532,2891662632,1
24144135,169326150,2
34161812,556661091,1
22871737,49477936,2
9444022,232728981,1
25227822,343280656,2
54517562,340376505,1
2385999008,2360323201,2
93115496,23935607,1
54805470,1116110186,2
412967063,189467550,2
359236505,34161812,1
359236505,529090657,2
24637782,19178668,1
2360323201,2938968216,1
264598651,20644420,1
499547162,20644420,1
482583016,327926324,2
1059207842,22310197,1
444593393,99233470,1
590023803,2831363550,2
216599063,20644420,1
2211429150,20644420,1
73850532,340376505,1
1695442555,2322065402,1
46818975,340376505,1
54062781,294340629,2
2437652922,18794041,1
247696871,31069840,2
31069840,267601954,2
414244661,1364376428,2
24113341,51271144,1
25805982,340376505,1
2360323201,2105021,2
1690890258,1902051997,2
359236505,337995180,2
135132634,152604471,2
359236505,22874109,2
144840737,22859657,1
515078963,16329558,2
22353675,2459169938,1
22353675,221253313,3
19913546,193700451,1
2360323201,19707925,1
237559190,35466620,1
376679416,401875684,1
16329558,170276973,1
24144135,19743434,2
29694441,156928816,1
23411203,2279758842,2
64855519,14711982,1
331379045,14389384,2
1580228064,480300122,2
153410226,340376505,1
21552376,38106977,1
38771493,340376505,1
769193119,99233470,1
2473092354,8532872,1
39031633,187138183,1
41298522,1405309777,1
24825958,727039754,2
2279758842,53645593,1
22349780,36951856,1
275622946,24988494,2
1059207842,1557009919,1
719655337,2322065402,1
3236121,151232782,2
181892978,35466620,1
394344436,486241691,2
26373938,471589631,1
23395026,73850532,1
14707553,2710541450,1
773330227,358681085,1
64980891,450414092,2
61422376,340376505,1
286070167,21828233,2
1708735813,1899850260,1
19743434,217418435,1
482583016,2459169938,3
397153813,351399926,1
24825958,236763329,1
2360323201,337995180,1
24144135,80816781,2
826701510,824719051,1
1557009919,2710541450,1
219552179,2992750166,1
14707553,2907788046,1
2360323201,2975432070,1
46818975,17263897,1
34153781,51698152,2
61348039,1537918573,2
153410226,26373938,2
590023803,338382027,1
193700451,130123715,2
12201452,1874504276,2
31069840,2797758762,2
29406736,20644420,1
383446627,2710541450,1
2360323201,22006180,1
138294089,27225245,2
34161812,1059207842,2
2992750166,260677385,1
22135526,176294000,1
2949949244,20644420,1
33054023,1000801513,2
502757492,1116121759,2
1580228064,99233470,2
55566167,25000400,1
1690890258,1116121759,2
48472438,20644420,1
1059207842,2322065402,1
1248431851,779043331,1
599745022,26373938,2
1704384571,1523549617,1
401875684,35466620,1
33527714,954504506,1
162266849,300870992,1
2105021,308870516,2
19898890,1405309777,1
1955720384,3043106869,2
33054023,90119861,1
46076472,376679416,1
71416635,340376505,1
29406736,73850532,2
24825958,2907788046,1
1409775242,2344450981,2
359236505,1364376428,2
590023803,1512607639,2
1557009919,20644420,1
2105021,3006153780,1
359236505,23411203,2
2360323201,769335475,1
17227586,704903653,2
236763329,1580228064,1
2459169938,99233470,2
130417544,496854680,1
593577212,342065781,1
826701510,2969344940,1
2992750166,236729223,1
38645535,436502521,1
64980891,2459169938,2
86277690,2831363550,1
1557009919,73850532,2
359236505,555709757,2
62208019,2360323201,1
254941287,546641586,1
973811635,258750822,1
359236505,239964366,1
2300238571,3006153780,1
178183112,61348039,2
2797758762,340376505,1
46076472,3017288564,1
247696871,3017288564,1
772477398,23699500,2
189467550,54522269,1
2483605494,340376505,1
138678027,1690890258,1
1059207842,16896391,1
406075350,14711982,1
2360323201,181965556,1
33134609,19178668,1
406072074,754801375,2
2992750166,30544168,1
446631012,20644420,1
135132634,22116112,2
1955720384,170276973,2
2360323201,3041131267,1
2360323201,3015585874,1
1364376428,2710541450,1
38645535,413779729,2
25975572,35466620,1
152604471,41973345,2
21184634,780231324,1
1059207842,2831363550,2
826701510,2330373110,1
180755998,2281363548,2
39206476,35466620,1
170276973,22135526,2
1955720384,26373938,2
709105290,20644420,1
162266849,424617920,2
1059207842,20644420,1
99233470,1245735506,2
99233470,229376260,2
410748351,704903653,1
2601524623,217418435,1
593577212,2551193485,1
2360323201,2211429150,1
3017002076,599745022,1
14711982,25805982,2
236880390,590023803,1
2385999008,18933150,2
2360323201,20644420,1
108169840,2710541450,1
1512607639,20644420,1
54522269,138294089,1
130123715,167283308,1
907734912,413779729,2
2437652922,412180717,1
33134609,297148960,2
2385999008,2437652922,2
254941287,86277690,2
14711982,300870992,1
412967063,1415578772,2
2797758762,22607317,2
22840845,1199102480,1
21167865,2710541450,1
162266849,2959270807,1
79459832,19580931,2
376679416,20644420,1
33894316,599745022,1
68925769,384811971,2
2587278392,23053753,1
2601524623,25227822,2
365105604,2710541450,1
138294089,714051386,2
545159350,2587278392,1
151232782,26731498,1
297148960,38650214,1
376679416,291612312,2
247696871,22314584,1
37292428,217418435,1
359236505,23924384,2
2322065402,24791335,2
68925769,20644420,1
162266849,340376505,1
780231324,23699500,2
37532853,346491432,1
351399926,130123715,1
2360323201,22859657,1
18133726,412967063,1
35603413,25975572,1
131179888,20644420,1
410748351,526411749,1
27225245,2831363550,2
33134609,20644420,1
27225245,23535665,2
2294201833,2408638574,2
2105021,99233470,2
181892978,590023803,1
252930973,19178668,1
410748351,20644420,1
79459832,193109850,1
252930973,261479421,1
99233470,160132829,2
383603196,3043106869,1
480300122,21552376,2
359236505,14711982,2
27373318,36951856,1
77182888,189467550,1
177086028,216316484,2
25975572,90119861,1
2360323201,2294201833,1
300641932,72549881,2
2105021,14861476,2
1059207842,23924384,1
21167865,20644420,1
23747654,2887048652,2
2360323201,1920668550,1
2402894750,177134723,1
24988494,20644420,1
25807167,35466620,1
2437652922,402612676,1
27225245,77182888,2
21177426,2797758762,1
1955720384,482583016,2
384731898,773658752,1
359236505,436502521,2
24113341,1059207842,1
232728981,31076291,1
359236505,193700451,2
2829213614,99233470,1
46076472,39935935,1
130123715,558279290,2
61348039,599745022,1
2360323201,38106977,1
130123715,17021576,1
2710541450,402612676,1
19898890,2891662632,1
1184986788,105459936,2
2601524623,1690890258,2
217418435,422348926,1
291612312,31069840,2
359236505,31069840,2
160132829,16329558,2
1570350235,20644420,1
366531168,1523942082,1
193700451,254941287,1
49477936,3236121,1
359236505,2797758762,2
573614242,22871737,2
17227586,14711982,2
2360323201,14711982,1
2455918632,20644420,1
883093754,38120739,1
38388324,27406310,2
247696871,15037961,2
26373938,2831363550,1
55566167,327926324,1
162266849,3017002076,1
458151092,66063257,2
187138183,2408638574,2
26989237,73850532,2
3017002076,340376505,1
907734912,347048522,2
25807167,20644420,1
2360323201,1570350235,1
35084627,3006153780,1
384731898,2814697776,1
704903653,275622946,1
376749138,369344714,3
26142201,23910994,2
406072074,14451059,1
252930973,20644420,1
91351746,556661091,1
2322065402,23747654,2
138678027,33527714,1
556661091,33824118,2
1913262020,272701790,1
1037062796,20644420,1
17646796,780231324,1
37413076,64980891,2
46076472,431658017,2
25227822,35084627,2
138559532,2344450981,1
1017123967,236729223,2
2831363550,376679416,1
26373938,178668778,2
49477936,20644420,1
750772255,238128770,1
33134609,14711982,1
545159350,3018304886,1
376679416,3017002076,2
39935935,436502521,1
23411203,556661091,1
24825958,86277690,1
1907609012,20644420,1
414244661,152604471,2
2360323201,383446627,1
169050594,147040855,2
410748351,37413076,1
1695442555,3017288564,1
39935935,1902051997,1
544243120,130123715,1
26459797,17959710,1
727039754,750772255,1
162266849,23053753,1
2710541450,166873656,1
2360323201,269746147,1
410748351,436502521,1
26373938,327926324,2
412180717,36951856,1
131179888,51271144,1
23411203,2710541450,1
252930973,19440175,1
41973345,19178668,1
64980891,236729223,1
821176802,2587278392,1
1405309777,35084627,2
410748351,31069840,1
130123715,20644420,1
1557009919,501521155,2
2294201833,599745022,1
359236505,34094550,3
61348039,719655337,1
38120739,2549618714,2
162266849,60572195,1
2360323201,187138183,2
14711982,51271144,1
281868409,618881569,1
2459169938,614204775,2
19898890,983376769,1
397153813,130417544,1
112959280,99233470,1
2322065402,99233470,2
2437652922,1600557554,1
33894316,23411203,2
19898890,25000400,1
359236505,1133477605,2
247696871,16947907,2
2473092354,1398605364,1
193700451,714051386,2
1557009919,340376505,1
2961908465,2710541450,2
46076472,33894316,1
17263897,2408638574,1
162266849,25795054,1
2459169938,436502521,2
410748351,2483605494,1
27225245,61422376,2
151412447,20644420,1
252930973,14711982,1
15641984,34172656,1
24144135,15686545,2
36951856,21184634,2
342065781,346491432,2
160132829,2710541450,1
410748351,327926324,1
178183112,2650794800,1
36951856,36327171,2
2831363550,20644420,1
482583016,340376505,1
177086028,189467550,2
714051386,39935935,2
25000400,20658917,1
22863660,1099683991,1
170276973,480300122,2
2360323201,1076296536,1
27176695,1557009919,2
3017288564,21641042,1
590023803,20644420,1
14473703,2710541450,1
704903653,340376505,1
39935935,226904642,1
482583016,2322065402,2
74935998,346492602,1
1017123967,232728981,1
614204775,2797371979,1
2322065402,181892978,3
3017288564,254941287,1
41973345,20644420,1
67499940,19178668,1
2831363550,73850532,2
181150518,35466620,1
52374272,19178668,1
526411749,599745022,1
446232661,298498586,1
93115496,82184658,2
404060390,20644420,1
1059207842,19707925,1
189467550,239964366,1
300250907,19178668,1
590023803,77182888,2
258750822,20644420,1
573660240,340376505,1
52320378,21167865,1
26142201,590023803,1
2360323201,2324314232,1
2360323201,1093638847,1
2105021,3017288564,1
17569860,72549881,1
410748351,359236505,1
1116121759,99233470,2
378639234,99233470,1
99233470,814476685,2
175976959,23747654,2
2949949244,166947848,1
36891763,105459936,2
35084627,19178668,1
2584746324,60572195,1
103845812,20644420,1
714051386,35084627,2
130123715,297877558,1
2360323201,494505475,1
2601524623,82184658,1
723931914,824719051,2
14223097,2992750166,1
2294201833,340376505,1
359236505,1132200937,2
64855519,780231324,1
156928816,35466620,1
2360323201,1873218510,1
23699500,704903653,2
37413076,359236505,2
31069840,22135526,2
1512607639,157996080,2
247696871,22349780,2
19913546,450414092,2
264175249,27225245,1
1955720384,3017288564,2
43675137,1116110186,1
238768817,1677569143,2
2105021,2831363550,2
267133998,23747654,2
1017123967,2360323201,1
21848593,270294818,2
983376769,2467067887,2
816225757,37292428,1
2961908465,3006153780,1
152595679,1715460890,1
238103606,590023803,1
2941433214,502757492,1
74418780,590023803,1
300870992,294340629,2
2105021,20644420,1
86277690,599745022,1
480300122,591728335,2
515078963,272701790,1
22906120,20644420,1
519115078,54805470,1
2459169938,2587278392,1
2294201833,157996080,2
181892978,614204775,2
359236505,300870992,2
24791335,59699957,2
3236121,3015585874,2
826701510,2385999008,1
157996080,19580931,2
181892978,20644420,1
39935935,157996080,2
23568714,74935998,2
93115496,752078492,1
79459832,1245735506,2
359236505,46818975,2
181892978,2831363550,1
431469458,2105021,1
21167865,2189820660,1
590023803,27225245,2
65300245,19178668,1
26326439,2385999008,1
545159350,614204775,1
14473703,39935935,2
2360323201,26119836,1
22116112,64855519,2
376679416,258750822,2
9444022,20644420,1
480300122,189467550,3
144840737,51271144,1
328517201,35466620,1
79459832,2831363550,2
113312341,20644420,1
1116110186,187482736,2
46076472,29927621,2
2691817417,181892978,1
2105021,18933150,2
365105604,340376505,1
77182888,34760378,2
1059207842,300870992,1
23411203,1199102480,1
704903653,1484651119,1
2273823290,24113341,1
3063697555,187138183,1
2344450981,556661091,1
25271470,99233470,1
139676335,105459936,2
514182160,99233470,1
359236505,1664719170,2
21738556,22863660,2
2360323201,1059207842,2
17569860,2426118242,1
2360323201,300870992,1
37884446,885751759,2
526411749,340376505,1
482583016,187138183,1
37413076,482583016,4
2385999008,2992750166,1
45549451,19178668,1
19743434,804454855,2
167283308,346491432,1
180999150,20644420,1
24113341,14711982,2
1017123967,2591139138,2
38645535,36327171,2
33894316,590023803,1
31069840,23053753,1
2322065402,77182888,3
23411203,599745022,1
25807167,1093638847,1
2887048652,905966455,1
22607317,20644420,1
177134723,2992750166,1
2200418306,3017288564,1
93115496,217418435,1
359236505,20644420,1
252930973,1093638847,1
2473092354,61348039,1
252930973,22906120,1
17051256,2710541450,1
34153781,779043331,1
347048522,2992750166,1
2105021,86277690,2
46818975,994969160,1
29425573,486241691,1
64980891,2831363550,1
826701510,108012664,1
240010214,239964366,1
431658017,599745022,1
33026792,630236717,1
27225245,1059207842,2
14711982,36327171,1
46076472,2992750166,1
29178646,20644420,1
359236505,2408638574,2
24988494,2961908465,2
267133998,1557009919,2
198773386,556661091,1
26142201,14711982,2
370329077,245348903,2
3056089651,340376505,1
187138183,593577212,3
1664719170,340376505,1
86277690,340376505,1
1557009919,37532853,2
436502521,773658752,2
61348039,160132829,2
359236505,719655337,2
250597981,18794041,2
2992750166,22436706,1
37413076,2459169938,3
907734912,23935607,2
62208019,20644420,1
61348039,176294000,1
66063257,404060390,2
2590355652,2587278392,1
359236505,340376505,2
178183112,18794041,2
383603196,99233470,1
704903653,397153813,2
27608469,20644420,1
26211473,405372860,2
1059207842,2408638574,1
347048522,23747654,2
1059207842,750772255,2
31069840,16356699,2
141146064,37179327,2
18933150,1902051997,1
2287758954,130123715,1
15641984,20644420,1
1537918573,2718362810,2
175976959,146668548,2
2360323201,169833243,1
131179888,99233470,2
14711982,48472438,2
23411203,1557009919,2
14567099,26198761,2
37413076,2710541450,1
130417544,376679416,1
1133477605,20644420,1
359236505,26976949,2
193700451,2402894750,1
21543880,340376505,1
23935607,19580931,2
2437652922,57202693,1
1078684573,20644420,1
38650214,2710541450,1
2360323201,2710900951,2
1059207842,340376505,1
25227822,54062781,2
252930973,17646796,2
62208019,2408638574,1
133238401,14711982,2
347048522,376679416,2
25000400,2273823290,2
413779729,23935607,2
39935935,1557009919,2
2360323201,340376505,1
2437652922,346492602,1
1512607639,340376505,1
20569411,23935607,2
2437652922,20644420,1
39935935,2408638574,1
162266849,2360323201,2
35172803,39029948,1
482583016,79459832,2
2281953018,450414092,2
22871737,340376505,1
23411203,340376505,1
259406566,2710541450,1
2360323201,2322065402,2
39935935,2959270807,1
17569860,26989237,1
480300122,26382252,2
249953574,37532853,1
22314584,2322065402,1
217418435,61348039,1
27225245,1557009919,2
105459936,2273823290,1
331379045,181892978,1
79459832,99233470,2
22348141,229376260,1
247696871,320171714,1
2105021,26452697,2
38645535,14711982,2
160132829,1557009919,2
37413076,20644420,1
17263897,23747654,2
180755998,26927867,1
1913262020,20644420,1
238768817,270294818,2
64855519,36327171,1
826701510,24825958,1
17646796,556661091,1
26459797,14389384,2
482583016,236729223,2
2887048652,342065781,1
254941287,2887048652,2
39935935,414621260,1
2437652922,230010114,1
431658017,18096229,2
31069840,22607317,1
23910994,14711982,1
1398605364,275622946,1
26452697,714051386,1
22874109,26382252,2
578803218,20644420,1
21460983,630236717,1
27225245,340376505,1
365105604,347048522,2
714051386,2459169938,2
64855519,55566167,1
714051386,515078963,2
350209691,340376505,1
21708468,181892978,1
53128314,340376505,1
108241254,3063966541,1
153410226,327926324,1
138678027,82184658,1
24144135,14707553,2
9444022,226904642,1
99233470,3014112282,2
2437652922,1920668550,1
359236505,2483605494,1
2360323201,27502152,1
64980891,269746147,1
167221856,54522269,2
410748351,37532853,1
9444022,359236505,1
2105021,177134723,2
303055206,342065781,1
34472348,480300122,2
2949949244,983376769,2
193700451,20644420,1
2941433214,36951856,1
146668548,36891763,2
23411203,2961908465,2
62208019,3017002076,1
23747654,37179327,2
2473092354,2437652922,2
23395026,600152232,1
2360323201,413779729,1
152992187,25257175,3
1017123967,359236505,2
590023803,23747654,2
346491432,49477936,2
826701510,300870992,1
154493855,22223971,1
52320378,20644420,1
261162002,322484832,2
1386366252,35084627,1
714051386,2992750166,1
2360323201,39479903,1
22349780,51271144,1
2408638574,2710541450,1
144840737,309579914,1
24825958,31076291,1
226904642,340376505,1
2437652922,25794806,1
359236505,238128770,1
714051386,187138183,1
359236505,60572195,2
193700451,2408638574,2
2437652922,2805183704,1
247696871,573614242,1
1059207842,23053753,1
590939369,1557009919,2
2975432070,20644420,1
1116121759,2294201833,1
1677569143,366531168,1
25000400,22607317,1
413779729,1899850260,2
351399926,23935607,1
406075350,157996080,1
2437652922,2470821504,1
189467550,19178668,1
236763329,47862321,1
723931914,388206160,2
359236505,3014112282,2
351399926,558279290,1
14711982,2907788046,1
424617920,39935935,2
75142659,247696871,1
2473092354,2570427830,1
2360323201,153753775,1
26989237,189467550,2
98605029,1120831028,1
162266849,64855519,1
33144784,113312341,2
35588686,43675137,3
178183112,1116121759,2
30795707,26211473,2
198773386,2408638574,1
99233470,157996080,2
2587278392,359236505,2
24113341,19178668,1
2640990344,3043106869,1
25795054,35466620,1
410748351,376679416,1
1199102480,2426118242,1
3006153780,31069840,1
99233470,27176695,2
1899850260,41298522,1
2360323201,730916496,1
46076472,170276973,1
2202355524,1523549617,1
1132200937,25805982,2
2202355524,599745022,1
2360323201,267133998,1
254941287,160132829,2
555703941,773330227,2
55566167,3006153780,1
21738556,38397609,2
46076472,714051386,2
25807167,51271144,1
144840737,138559532,1
359236505,22006180,2
33894316,20644420,1
189467550,55566167,1
727039754,59699957,2
2601524623,33527714,1
2360323201,1587277770,1
429438198,408202188,2
704903653,414621260,1
826701510,77182888,1
37884446,709105290,1
2975658060,38106977,1
17227586,351399926,1
1059207842,16356699,2
247696871,38120739,1
14707553,22607317,1
714051386,198773386,1
2710541450,20658917,1
2949949244,181965556,1
1405309777,66063257,2
16896391,27225245,1
55508885,19178668,1
192826726,153410226,2
2959270807,2459169938,1
145596343,174573325,2
359236505,157996080,2
2949949244,2459169938,1
35084627,23747654,2
590023803,1557009919,2
198773386,1116121759,2
19898890,1523549617,1
480300122,23747654,2
2710541450,2467067887,1
